title,url,image
As Rahul Gandhi picks Telangana over Bihar for caste count  how the two surveys measure up,https://indianexpress.com/article/political-pulse/rahul-gandhi-telangana-bihar-caste-census-differences-9980948/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
How BJP ‘triple engine’ is pushing for Delhi ‘badlav’: Yamuna revival to road  infra upgrade,https://indianexpress.com/article/political-pulse/bjp-triple-engine-delhi-badlav-yamuna-revival-road-infra-upgrade-9980472/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Its own caste survey in hand  Congress in Karnataka to test BJP with demand to lift quota ceiling,https://indianexpress.com/article/political-pulse/caste-survey-congress-karnataka-bjp-demand-quota-ceiling-9980318/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
How 12 ounces of Indus water from Pakistan for Somnath temple landed Nehru govt in a row,https://indianexpress.com/article/political-pulse/indus-river-somnath-pahalgam-india-pakistan-jawaharlal-nehru-9980169/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Caste census amidst Bihar polls: NDA boasts of a coming ‘aandhi’  RJD to demand specifics,https://indianexpress.com/article/political-pulse/caste-census-bihar-polls-nda-rjd-9980044/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Vizhinjam: The several storms  and some politics  on way to a Kerala port,https://indianexpress.com/article/political-pulse/vizhinjam-kerala-port-narendra-modi-vijayan-tharoor-9979328/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Today in Politics: Convention in Imphal  shutdown in Kuki areas – Manipur groups to mark two years of ethnic conflict,https://indianexpress.com/article/political-pulse/politics-kuki-areas-shutdown-manipur-marks-two-years-ethnic-conflict-9979866/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
In Punjab  Haryana  Delhi wars  BJP navigates treacherous waters,https://indianexpress.com/article/political-pulse/in-punjab-haryana-delhi-wars-bjp-navigates-treacherous-waters-9979617/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Clock ticking  ‘needle barely moving’ in Manipur: The import of NDA MLAs’ letter to Centre,https://indianexpress.com/article/political-pulse/manipur-nda-mlas-letter-centre-9978829/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Before caste census  the first steps: How to count OBCs  general category castes,https://indianexpress.com/article/political-pulse/caste-census-obcs-general-sc-st-9978748/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Bengal BJP frets as  after wedding bells  temple bells for Dilip Ghosh at Mamata event,https://indianexpress.com/article/political-pulse/bjp-dilip-ghosh-visit-cm-mamata-temple-inauguration-rift-9978586/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
