title,url,image
Ex-OpenAI researcher to start new company focused on AI teaching assistants,https://indianexpress.com/article/technology/tech-news-technology/new-venture-focused-on-ai-teaching-assistants-eureka-labs-9459199/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Microsoft IT outage: CEO Satya Nadella says working with CrowdStrike to resolve the issue; 8 key takeaways,https://indianexpress.com/article/technology/microsoft-global-outage-satya-nadella-crowdstrike-key-points-9464267/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
What does Crowdstrike have to do with Microsoft Windows PCs crashing worldwide?,https://indianexpress.com/article/technology/tech-news-technology/windows-pc-blue-screen-crashing-crowdstrike-falcon-update-fix-9463628/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Microsoft Windows systems down: What is the blue screen of death  why is it dreaded?,https://indianexpress.com/article/technology/tech-news-technology/microsoft-global-outage-blue-screen-of-death-9463558/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Microsoft outage: Hours after downtime  Microsoft 365 services ‘recovered’  claims tech giant,https://indianexpress.com/article/technology/tech-news-technology/microsoft-365-users-unable-to-access-various-microsoft-365-apps-and-services-9462989/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Google teases Pixel 9 Pro Fold and Pixel 9 Pro  set to arrive in India in August,https://indianexpress.com/article/technology/mobile-tabs/google-pixel-9-pro-fold-pro-design-camera-island-9462807/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Bumble expands reporting feature to cover AI-generated  fake profiles,https://indianexpress.com/article/technology/tech-news-technology/bumble-users-can-report-fake-ai-profiles-9462784/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Amazon Prime Day 2024 Live Updates: Get all the deals and biggest announcements,https://indianexpress.com/article/technology/tech-news-technology/amazon-prime-day-2024-live-updates-best-deals-on-smartphones-gadgets-tvs-and-more-9461453/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
How does Apple ‘sherlock’ apps and who are its victims this year?,https://indianexpress.com/article/technology/tech-news-technology/apple-sherlocking-apps-figures-explained-9461910/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
The woman who sold the world’s most expensive dinosaur,https://indianexpress.com/article/technology/science/the-woman-who-sold-the-worlds-most-expensive-dinosaur-9462761/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
OpenAI introduces GPT-4o mini  its cheaper and lighter model for developers,https://indianexpress.com/article/technology/artificial-intelligence/gpt-4o-mini-openai-cheaper-ai-model-9462747/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
HMD unveils Skyline  a mid-range Android phone that you can repair at home,https://indianexpress.com/article/technology/mobile-tabs/hmd-skyline-android-phone-specs-feature-repair-ifixit-9461727/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
The resurgence of mid-range smartphones: Is a comeback on the horizon?,https://indianexpress.com/article/technology/tech-news-technology/the-resurgence-of-mid-range-smartphones-is-a-comeback-on-the-horizon-9461729/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Honor 200 Pro and Honor 200 launched in India: Check price  specs and offers,https://indianexpress.com/article/technology/mobile-tabs/honor-200-series-price-specs-offers-availability-discounts-9461369/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Target’s generative AI plans for the US market is backed by its India-based GCC,https://indianexpress.com/article/technology/artificial-intelligence/targets-ai-plans-for-the-us-market-is-backed-by-its-india-based-gcc-9461583/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Windows 11 Photos app not working or showing error message? Here’s how to fix it,https://indianexpress.com/article/technology/techook/windows-11-photos-app-not-working-error-message-temporary-fix-9460873/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Nagpur Police adopts AI-powered SIMBA tool by Gurugram-based Staqu for crime detection,https://indianexpress.com/article/technology/artificial-intelligence/nagpur-police-simba-ai-tool-staqu-technologies-9460907/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Microsoft unveils new Deadpool themed Xbox controller: Here’s what it looks like,https://indianexpress.com/article/technology/tech-news-technology/microsoft-deadpool-wolverine-themed-xbox-controller-participate-giveaway-9460674/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
NASA abandons $450 million VIPER mission meant to look for water on Moon’s South Pole,https://indianexpress.com/article/technology/tech-news-technology/nasa-abandons-viper-mission-to-moon-south-pole-9460660/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Flipkart announces GOAT sale: Deals on iPhone 15  Galaxy S23 FE  Motorola Edge 50 Fusion  and more,https://indianexpress.com/article/technology/tech-news-technology/flipkart-goat-sale-date-deals-offers-9460460/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Dyson launches new OnTrac headphones with customisable caps and cushions,https://indianexpress.com/article/technology/gadgets/dyson-ontrac-headphones-launch-features-9459327/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
3 worries that could be behind Apple’s reluctance to launch a foldable iPhone,https://indianexpress.com/article/technology/opinion-technology/3-worries-that-could-be-behind-apples-reluctance-to-launch-a-foldable-iphone-9466287/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Amazon Prime Day 2024: From MacBook Air M1  to Galaxy S23 Utra  five deals worth checking out,https://indianexpress.com/article/technology/tech-news-technology/amazon-prime-day-2024-top-five-deals-9466314/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Without backup plans  global IT outages will happen again,https://indianexpress.com/article/technology/tech-news-technology/without-backup-plans-global-it-outages-will-happen-again-9466246/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Microsoft says about 8.5 million of its devices affected by CrowdStrike-related outage,https://indianexpress.com/article/technology/tech-news-technology/microsoft-says-about-8-5-million-of-its-devices-affected-by-crowdstrike-related-outage-9466243/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
When tech fails  it is usually with a whimper instead of a bang,https://indianexpress.com/article/technology/tech-news-technology/microsoft-crowdstrike-global-outage-9466229/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
AI models help improve health communication in India:  Google DeepMind’s Milind TambeSubscriber Only,https://indianexpress.com/article/technology/tech-news-technology/multi-armed-bandits-model-key-to-improve-health-communication-google-deepmind-milind-tambe-9465259/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
NASA’s Curiosity Rover finds yellow pure sulfur crystals on Mars,https://indianexpress.com/article/technology/science/nasa-curiosity-rover-mars-finds-yellow-crystals-pure-sulfur-9465112/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
What is CrowdStrike  the company at the heart of the global Microsoft outage?,https://indianexpress.com/article/technology/crowdstrike-outage-what-is-crowdstrike-george-kurtz-microsoft-9465161/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Microsoft is testing a new Windows 11 Start menu design with app grid layout,https://indianexpress.com/article/technology/tech-news-technology/microsoft-testing-new-redesigned-windows-11-start-menu-9465030/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Xiaomi unveils Mix Flip  its first flip phone with Leica Summilux tuned camera,https://indianexpress.com/article/technology/mobile-tabs/xiaomi-unveils-mix-flip-its-first-flip-phone-with-leica-summilux-camera-9464799/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
A dummies guide to the great CrowdStrike outage,https://indianexpress.com/article/technology/crowdstrike-outage-microsoft-azure-airports-services-guide-9464642/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Microsoft IT outage: CEO Satya Nadella says working with CrowdStrike to resolve the issue; 8 key takeaways,https://indianexpress.com/article/technology/microsoft-global-outage-satya-nadella-crowdstrike-key-points-9464267/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
What does Crowdstrike have to do with Microsoft Windows PCs crashing worldwide?,https://indianexpress.com/article/technology/tech-news-technology/windows-pc-blue-screen-crashing-crowdstrike-falcon-update-fix-9463628/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Microsoft Windows systems down: What is the blue screen of death  why is it dreaded?,https://indianexpress.com/article/technology/tech-news-technology/microsoft-global-outage-blue-screen-of-death-9463558/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Microsoft outage: Hours after downtime  Microsoft 365 services ‘recovered’  claims tech giant,https://indianexpress.com/article/technology/tech-news-technology/microsoft-365-users-unable-to-access-various-microsoft-365-apps-and-services-9462989/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Google teases Pixel 9 Pro Fold and Pixel 9 Pro  set to arrive in India in August,https://indianexpress.com/article/technology/mobile-tabs/google-pixel-9-pro-fold-pro-design-camera-island-9462807/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Bumble expands reporting feature to cover AI-generated  fake profiles,https://indianexpress.com/article/technology/tech-news-technology/bumble-users-can-report-fake-ai-profiles-9462784/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Amazon Prime Day 2024 Live Updates: Best deals on smartphones  laptops  tablets and more,https://indianexpress.com/article/technology/tech-news-technology/amazon-prime-day-2024-live-updates-best-deals-on-smartphones-gadgets-tvs-and-more-9461453/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
How does Apple ‘sherlock’ apps and who are its victims this year?,https://indianexpress.com/article/technology/tech-news-technology/apple-sherlocking-apps-figures-explained-9461910/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
The woman who sold the world’s most expensive dinosaur,https://indianexpress.com/article/technology/science/the-woman-who-sold-the-worlds-most-expensive-dinosaur-9462761/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Samsung Galaxy S25+ review: A refined flagship powered by AI brilliance,https://indianexpress.com/article/technology/tech-reviews/samsung-galaxy-s25-plus-review-9826454/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Jio reintroduces its most affordable monthly recharge plan priced at Rs 189,https://indianexpress.com/article/technology/tech-news-technology/jio-reintroduces-rs-189-monthly-recharge-plan-9826544/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
From iPhone SE 4 to OPPO Find N5: 5 upcoming smartphones I’m excited about,https://indianexpress.com/article/technology/mobile-tabs/iphone-se-4-oppo-find-n5-5-upcoming-smartphones-9826216/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Sony restores PlayStation Network services after massive outage,https://indianexpress.com/article/technology/gaming/sony-restores-playstation-network-services-after-massive-outage-9826053/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
How Sam Altman sidestepped Elon Musk to win over Donald Trump,https://indianexpress.com/article/technology/artificial-intelligence/how-sam-altman-sidestepped-elon-musk-to-win-over-donald-trump-9825899/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
OpenAI co-founder Sutskever’s SSI in talks to be valued at $20 bln,https://indianexpress.com/article/technology/artificial-intelligence/openai-co-founder-sutskevers-ssi-in-talks-to-be-valued-at-20-bln-9825880/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Billionaire Musk says not interested in acquiring TikTok,https://indianexpress.com/article/technology/social/billionaire-musk-says-not-interested-in-acquiring-tiktok-9825860/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
This Pixar-style lamp robot could hint at Apple’s dream to make home robots a reality,https://indianexpress.com/article/technology/tech-news-technology/pixar-style-lamp-robot-apple-research-9825810/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Elon Musk says he’s not interested in acquiring TikTok,https://indianexpress.com/article/technology/tech-news-technology/elon-musk-not-interested-in-acquiring-tiktok-donald-trump-9825656/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
These 5 compact smartphones prove bigger isn’t always better,https://indianexpress.com/article/technology/mobile-tabs/5-best-compact-small-phones-samsung-apple-oppo-moto-pixel-9825079/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Who will win the race to Artificial General Intelligence?,https://indianexpress.com/article/technology/artificial-intelligence/who-will-win-the-race-to-artificial-general-intelligence-9825040/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Meta may launch AR glass with built-in display and five new wearables this year,https://indianexpress.com/article/technology/gadgets/meta-six-new-wearables-smart-glasses-smartwatch-2025-9824922/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
New leak suggests Apple might launch a foldable iPhone in September 2026,https://indianexpress.com/article/technology/mobile-tabs/apple-iphone-fold-launch-date-sep-2026-leak-9824736/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
DeepSeek for iOS might be sending unprotected data to TikTok’s parent servers,https://indianexpress.com/article/technology/artificial-intelligence/deepseek-ios-app-unprotected-data-tiktok-bytedance-servers-9824639/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
What is S1 AI model  the OpenAI o1 rival trained in less than $50?,https://indianexpress.com/article/technology/artificial-intelligence/what-is-s1-ai-model-the-openai-o1-rival-trained-in-less-than-50-9824588/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Chances of asteroid 2024 YR4 hitting Earth just shot up: Should we panic?,https://indianexpress.com/article/technology/science/chances-of-asteroid-2024-yr4-hitting-earth-just-shot-up-should-we-panic-9824309/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Meta prepares for layoffs on Monday,https://indianexpress.com/article/technology/meta-prepares-for-layoffs-on-monday-9824220/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Microsoft rolling out AI powered scareware blocker for Edge: Here’s how to enable it,https://indianexpress.com/article/technology/techook/microsoft-edge-scareware-blocker-tech-scam-site-how-to-enable-9823562/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
UK orders Apple to open up users’ encrypted cloud data  report says,https://indianexpress.com/article/technology/tech-news-technology/uk-orders-apple-to-open-up-users-encrypted-cloud-data-report-says-9823530/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Why it’s hard for India to compete with global tech companies without strong IPSubscriber Only,https://indianexpress.com/article/technology/opinion-technology/why-its-hard-for-india-to-compete-with-global-tech-companies-without-strong-ip-9823111/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Samsung Galaxy S25+ review: A refined flagship powered by AI brilliance,https://indianexpress.com/article/technology/tech-reviews/samsung-galaxy-s25-plus-review-9826454/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Jio reintroduces its most affordable monthly recharge plan priced at Rs 189,https://indianexpress.com/article/technology/tech-news-technology/jio-reintroduces-rs-189-monthly-recharge-plan-9826544/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
From iPhone SE 4 to OPPO Find N5: 5 upcoming smartphones I’m excited about,https://indianexpress.com/article/technology/mobile-tabs/iphone-se-4-oppo-find-n5-5-upcoming-smartphones-9826216/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Sony restores PlayStation Network services after massive outage,https://indianexpress.com/article/technology/gaming/sony-restores-playstation-network-services-after-massive-outage-9826053/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
How Sam Altman sidestepped Elon Musk to win over Donald Trump,https://indianexpress.com/article/technology/artificial-intelligence/how-sam-altman-sidestepped-elon-musk-to-win-over-donald-trump-9825899/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
OpenAI co-founder Sutskever’s SSI in talks to be valued at $20 bln,https://indianexpress.com/article/technology/artificial-intelligence/openai-co-founder-sutskevers-ssi-in-talks-to-be-valued-at-20-bln-9825880/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Billionaire Musk says not interested in acquiring TikTok,https://indianexpress.com/article/technology/social/billionaire-musk-says-not-interested-in-acquiring-tiktok-9825860/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
This Pixar-style lamp robot could hint at Apple’s dream to make home robots a reality,https://indianexpress.com/article/technology/tech-news-technology/pixar-style-lamp-robot-apple-research-9825810/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Elon Musk says he’s not interested in acquiring TikTok,https://indianexpress.com/article/technology/tech-news-technology/elon-musk-not-interested-in-acquiring-tiktok-donald-trump-9825656/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
These 5 compact smartphones prove bigger isn’t always better,https://indianexpress.com/article/technology/mobile-tabs/5-best-compact-small-phones-samsung-apple-oppo-moto-pixel-9825079/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Who will win the race to Artificial General Intelligence?,https://indianexpress.com/article/technology/artificial-intelligence/who-will-win-the-race-to-artificial-general-intelligence-9825040/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Meta may launch AR glass with built-in display and five new wearables this year,https://indianexpress.com/article/technology/gadgets/meta-six-new-wearables-smart-glasses-smartwatch-2025-9824922/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
New leak suggests Apple might launch a foldable iPhone in September 2026,https://indianexpress.com/article/technology/mobile-tabs/apple-iphone-fold-launch-date-sep-2026-leak-9824736/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
DeepSeek for iOS might be sending unprotected data to TikTok’s parent servers,https://indianexpress.com/article/technology/artificial-intelligence/deepseek-ios-app-unprotected-data-tiktok-bytedance-servers-9824639/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
What is S1 AI model  the OpenAI o1 rival trained in less than $50?,https://indianexpress.com/article/technology/artificial-intelligence/what-is-s1-ai-model-the-openai-o1-rival-trained-in-less-than-50-9824588/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Chances of asteroid 2024 YR4 hitting Earth just shot up: Should we panic?,https://indianexpress.com/article/technology/science/chances-of-asteroid-2024-yr4-hitting-earth-just-shot-up-should-we-panic-9824309/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Meta prepares for layoffs on Monday,https://indianexpress.com/article/technology/meta-prepares-for-layoffs-on-monday-9824220/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Microsoft rolling out AI powered scareware blocker for Edge: Here’s how to enable it,https://indianexpress.com/article/technology/techook/microsoft-edge-scareware-blocker-tech-scam-site-how-to-enable-9823562/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
UK orders Apple to open up users’ encrypted cloud data  report says,https://indianexpress.com/article/technology/tech-news-technology/uk-orders-apple-to-open-up-users-encrypted-cloud-data-report-says-9823530/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Why it’s hard for India to compete with global tech companies without strong IPSubscriber Only,https://indianexpress.com/article/technology/opinion-technology/why-its-hard-for-india-to-compete-with-global-tech-companies-without-strong-ip-9823111/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
